ID,URL,Is lighting product?,Extracted_Content
is UV stabilized with Low glare, UGR<22, Photo-engraved interior 
and smooth outer surface. Opal Lens and internal reflector options 
standard / soft / narrow / wide. 
Color Temp.
3000K / 3500K / 4000K / 5000K
CRI
>80 (R9 <50%).  Available on request >90.
Lifetime
L80/B10 100,000hrs
       MECHANICAL CHARACTERISTICS
Housing
Reinforced blend of polypropylene ether (PPE) + high impact 
polystyrene (HIPS). Outdoor Suitability, flame retardant. Snug 
fit safety snap-lock clips for diffuser mounting in stainless steel, 
screwdriver opening. Possibility for technicians to access the 
interior of the luminaire. Luminaire cool to touch.
Materials
Injection molded diffuser in self-extinguishing V2 polycarbonate. 
Photoengraved inner surface, UV stabilized, low glare, UGR<22 
with smooth outer surface, tamper-proof opening. Reflector unit 
comprised hot-galvanized steel, painted in white polyester. Rapid 
fix Stainless Steel clip fixing to the body with hinged opening, and 
mounting brackets. 
Finish
RAL 7035 neutral housing.
IP Rating
IP66
IK Rating
IK10
Fixture Weight
2ft = 3.8lbs  / 4ft = 6.13lbs / 5ft = 7.06lbs
Operating Temp
Operating Ambient T
emp: -4 to +104°F (-20ºC to +40ºC)
Sensor Options
Internal and External dual sensor, photocell and motion sensor. 
Consult factory for custom sensor options.
      MOUNTING
Available mounting accessories for ceiling, wall and suspension mounting. Not 
suitable for installation completely exposed to weather conditions or on ropes/poles.
Professional LED High Bay
       SUSTAINABILITY
The luminaire is 90% recyclable. Carbon footprint available on request.
Replaceable LED at driver component available to promote sustainable fixture.
6.3”
3.9”
4.3”
26.0”
50.0”
61.92”
20.06”
36.25”
45.25”
S
A
F
E
F
L
I
C
K
E
R
Relevant values based on Standard optic and 4000K LED.
Version
Delivered Lumens
Wattage
Efficiency
Max  Ambient Temp
2ft
15
1512Lm
12W
130Lm/W
40ºC
25
2549Lm
19W
132Lm/W
40ºC
35
3594Lm
28W
126Lm/W
40ºC
4ft
45
4606Lm
34W
137Lm/W
40ºC
60
6137Lm
46W
135Lm/W
40ºC
75
7668Lm
59W
130Lm/W
35ºC
90
9186Lm
74W
124Lm/W
30ºC
5ft
95
9705Lm
69W
133Lm/W
35ºC
110
10829Lm
83W
131Lm/W
30ºC
Performance results are referred to ambient temperature of 77°F/25ºC. CCT=4000K CRI=80 and tested in 
accordance with IESNA LM-79. Calculation for LED fixtures are according to IES LM-80 test procedure.
LINDA
Targetti USA
3F Filippi | Targetti Group Company
750-A W. 17th St. Costa Mesa, CA 92627
(714) 513-1991
targettiusa.com
rev. 04.15.24
pg. 2 of 5
SPECIFICATION INFORMATION
1
2
3
4
5
6
3FLD
Ex: 3FLDL2B15830D0
7
/
/
8
9
OPTIONAL
B – Standard
Diffuser in self-extinguishing V2 polycarbonate, photo-engraved interior, UV stabilized, 
injection molded with smooth outer surface. Available in all lengths.
Soft opal diffuser in self‑extinguishing V2 polycarbonate, photo‑engraved interior, UV 
stabilized, injection molded. Available in all lengths.
Concentrated elliptical distribution. Internal high efficiency specular aluminum reflector 
with clear diffuser in self-extinguishing V2 polycarbonate, photo-engraved interior, UV 
stabilized, injection molded with smooth outer surface. Available for 50” and 61.92” 
fixture lengths only.
Internal high efficiency specular aluminum with clear diffuser in self-extinguishing V2 
polycarbonate, photo-engraved interior, UV stabilized, injection molded with smooth 
outer surface. Available for 50” and 61.92” fixture lengths only.
S – Soft
N – Narrow
W – Wide
OPTIC VERSIONS
1 - PRODUCT CODE
2 - LENGTH
3 - OPTIC
4 - OUTPUT C
5 - KELVIN
6 - CONTROL
7 - OPTIONS
3FLD — Linda LED 
L2 —
2ft
B — Standard 
15 — 1500Lm
830
— 3000K
D0
— 0-10V
PS
— Photocell / Motion Sensor
S — Soft
25 — 2500Lm
835
— 3500K
DD
— Dali
BB A — 90min Integral Emergency Battery 
Back-Up Unit
35 — 3500Lm
840
— 4000K
CS B — Custom driver/control
L4 —
4ft
B — Standard 
45 — 4500Lm
850
— 5000K
PS
— Photocell / Motion Sensor
S — Soft
60 — 6000Lm
PB A — Photo Sensor with 90min Integral 
Emergency Battery Back-Up Unit
N — Narrow
75 — 7500Lm
W — Wide
90B— 9000Lm
BB A — 90min Integral Emergency Battery 
Back-Up Unit
L5 —
5ft
B — Standard 
72B — 7200Lm
PS
— Photocell / Motion Sensor
S — Soft
95B— 9500Lm
PB A — Photo Sensor with 90min Integral 
Emergency Battery Back-Up Unit
N — Narrow
11B — 11000Lm
W — Wide
BB A — 90min Integral Emergency Battery 
Back-Up Unit
CS — For all fixture lengths, third party control 
options can be added.  Consult factory 
for available options.
A Available for 50” and 61.92” fixture lengths only.
B Consult factory for other driver/control options.
C Consult factory for custom wattage and/or lumen output.
LINDA
Targetti USA
3F Filippi | Targetti Group Company
750-A W. 17th St. Costa Mesa, CA 92627
(714) 513-1991
targettiusa.com
rev. 04.15.24
pg. 3 of 5
INSTALLATION KIT (Included As Standard)
Suspended
Ceiling
Busbar
Suspended
Ceiling
Bus
Suspended
Each fixture contains ALL of the following 
installation materials as standard.
Ceiling Surface
Wall / Surface
PVC 1/2” Knockout Cable 
Strain Relief, neutral finish.
Stainless Steel fixture 
mounting clips.
Stainless Steel fixture hanging 
clips.
Stainless Steel fixture 
cover clips.
Grey rubber cable 
grommet.
Note: Suspension chain/cable not supplied.
1pc 
2pcs 
2pcs
4pc > L = 26in
8pc > L = 50in 
10pc > L = 62in
1pc  L = 50in
1pc  L = 62in
Replacement Part No.
1USLDKT01
LINDA
Targetti USA
3F Filippi | Targetti Group Company
750-A W. 17th St. Costa Mesa, CA 92627
(714) 513-1991
targettiusa.com
rev. 04.15.24
pg. 4 of 5
MOUNTING ACCESSORIES
ACCESSORIES
45°
Suspension hook kit, 2pcs. Stainless steel. To be used for suspended installations.
Part No.
A0463
Junction box cover with fixture collar kit for IP66 installations, 1pc.
Part No.
1USLDDCLR66
Long bracket kit, 2ea. Stainless Steel. To be used for ceiling or wall mounting. 
Dimension: 6”L
Part No.
A0452
Short bracket kit, 2ea. Stainless Steel. To be used for ceiling or wall mounting. 
Dimension: 2”L
Minimum tilt angle: 45º
Part No.
A0450
Wire guard, galvanized steel Ø5mm rod. To be used for indoor surface mount 
applications only for extra fixture protection.
Length
52”L
64”L
Part No.
A0457
A0458
Additional PVC 1/2” knockout cable strain relief, neutral RAL finish.
Part No.
A0187
“Speed” bracket kit, 1pc. IP66 Steel j-box alignment bracket, powder coated neutral 
to match base with factory attached fixture clips.
Length
2ft
4ft
5ft
Part No.
1USLDDSPD2
1USLDDSPD4
1USLDDSPD5
11”
45º
Ridged and custom mounting solutions available, consult factory.
LINDA
Targetti USA
3F Filippi | Targetti Group Company
750-A W. 17th St. Costa Mesa, CA 92627
(714) 513-1991
targettiusa.com
rev. 04.15.24
pg. 5 of 5
PHOTOMETRY
Color Temp
Conversion 
Factor
TM30
Rf
Rg
3000K
0.95
84
95
3500K
0.97
84
96
4000K
1.00
84
95
5000K
0.995
84
97
Standard 
WIDE 
NARROW 
SOFT
CCT 
CCT Conversion Factor
Conversion Factor 
Rf  (TM30) 
Rg  (TM30) 
3000 K 
0.950 
84 
95 
3500 K 
0.970 
84 
96 
4000 K 
1.000 
84 
95 
5000 K 
0.995 
84 
97 
Standard 
WIDE 
NARROW 
SOFT
CCT 
CCT Conversion Factor
Conversion Factor 
Rf  (TM30) 
Rg  (TM30) 
3000 K 
0.950 
84 
95 
3500 K 
0.970 
84 
96 
4000 K 
1.000 
84 
95 
5000 K 
0.995 
84 
97 
STANDARD
WIDE
NARROW
SOFT
"
P-460,https://targettiusa.com/wp-content/uploads/2021/01/DuraLamp_Minilini_Spec.pdf,Yes,"Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 1 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
IP65
1.59""
1.57""
Opal Lens with ORDEV1 Bracket 
Option Shown
12"" Nom. = 11.85”
24” Nom. = 23.27”
48” Nom. = 45.12”
a brand of
DIMENSIONAL DRAWINGS
DETAILS 
KEY FEATURES
•
Line voltage compact linear projector for individual or interconnected 
configurations.
•
Anodized aluminum extrusion with V0 polycarbonate external lensing 
options.
•
PCB integral DOB (driver on board) with surge protection.
•
Cabled with SJO 18-3 cable and input/output SlimSeal watertight IP67 
quick disconnects.
Lengths
12” / 24” / 48” Nominal
Optics
Internal optics available in Wall Graze 38° x 78° with Clear Lens 
and Flood 112º x 110º with Clear or Opal Lens.
Color Temp
2700K / 3000K / 3500K
Wattage
4W/ft / 8W/ft / 16W/ft
CRI
Ra+90
Color Consistency
Advanced LED binning with +/- 2-step MacAdam Ellipses
Max Run Length
ELV: connect up to 18ft of 16W linear product on one run or 
connect up to 36ft of 8W linear product on one run.
Connect up to 72ft of 4W linear product on one run.
0-10V: connect up to 4 each 250W zones with up to 4 
separate 0-10V dimming inputs.
Mounting
Mounting brackets available separately, see page 2.
Dimming
Electronic Reverse Phase Dimmable. 
Optional 0-10V to Electronic Reverse Phase Dimming interface 
available, sold separately.
Voltage
120V AC 50/60Hz
IP Rating
IP65 Outdoor
Certifications
cETLus Listed
T
ested in accordance with LM-79-08
Energy efficient for California installations.
Warranty
5 year warranty
PRODUCT CODE
LOCATION
WATTAGE
DIMMING
LENGTH
OPTICS
EXTERNAL LENS
COLOR TEMP
+
MOUNTING
MNL — MiniLini II
O — Outdoor IP65
04
— 4W
EP — Electronic 
Reverse Phase
12 — 11.85in
FL
—
Flood 112º X 110º
C
— Clear
27U— 2700K
See page 2
08
— 8W
WG1 —
Wall Graze 38º X 78º O
— Opal
30U— 3000K
16
— 16W
35U— 3500K 
08
— 8W
EP — Electronic 
Reverse Phase
24 — 23.27in
16
— 16W
32
— 32W
16
— 16W
EP — Electronic 
Reverse Phase
48 — 45.12in
32
— 32W
64
— 64W
1 Not available with Opal lens.
FIXTURE DATA
Model 3000K 
Clear Lens
Fixture
Length
Efficacy* 
Lm/Wt
Lm
Wt
Flood 
112°x110°
12”
48
193Lm
4W
48
387Lm
8W
48
774Lm
16W
Wall Grazer 
38°x78°
12”
47
189Lm
4W
47
377Lm
8W
47
754Lm
16W
* Meets Title 24 High efficacy rating. 
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 2 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
CONNECTION CABLES
LEAD CONNECTION CABLE (REQUIRED)
One lead connection required per individual fixture run. Fixture distances 
and wattage loads shall be installed per NEC or local building code.
MNLOLEAD–051
5ft lead SJ0W 18-3 120V cable with factory attached 
IP68 quick disconnect and end cap.
MNLOLEAD–101
10ft lead SJ0W 18-3 120V cable with factory attached 
IP68 quick disconnect and end cap.
MNLOLEAD–201
20ft lead SJ0W 18-3 120V cable with factory 
attached IP68 quick disconnect and end cap.
1Consult factory for additional lengths, supplied in 10ft increments.
JUMPER CONNECTION CABLE (OPTIONAL)
MNLOJUMP-021
2ft jumper SJ0W 18-3 120V cable with factory 
attached IP68 quick disconnects.
MNLOJUMP-051
5ft jumper SJ0W 18-3 120V cable with factory 
attached IP68 quick disconnects.
MNLOJUMP-101
10ft jumper SJ0W 18-3 120V cable with factory 
attached IP68 quick disconnects.
1Consult factory for additional or custom project specific lengths.
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 3 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
MOUNTING OPTIONS
ORDEV1
Adjustable mounting bracket. Allows for 50º tilt in both 
directions. Can be mounted at multiple positions along the 
length of the fixture. Sold in pairs of 2pcs. Two brackets 
recommended for mounting per fixture module.
ORDEV2
Adjustable mounting bracket. Allows for 50º tilt in both directions. 
Can be mounted at multiple positions along the length of the fixture. 
Sold in pairs of 2pcs. Two brackets recommended for mounting per 
fixture module.
1.58”
1.38”
1.81”
2.82”
ORDEV1 Mounting Bracket Shown
KTMNLBKTVERT
Fixed vertical illumination ‘spring’ mount clip in 316 
Stainless Steel. Package of 10pcs, two recommended per 
fixture module. Stainless steel screws included.
0.67”
1.63”
1.58”
KTMNLBKT30
Fixed 30º ‘spring’ mount clip in 316 Stainless Steel. 
Package of 10pcs, two recommended per fixture 
module. Stainless steel screws included.
1.58”
1.34”
1.58”
KTMNLBKT15
Fixed 15º ‘spring’ mount clip in 316 Stainless Steel. 
Package of 10pcs, two recommended per fixture module. 
Stainless steel screws included.
1.18”
1.42”
1.58”
KTMNLBKT45
Fixed 45º ‘snap’ mount clip in 316 Stainless Steel. 
Package of 10pcs, two recommended per fixture 
module. Stainless steel screws included.
1.58”
1.15”
1.81”
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 4 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
MiniLini Zone 2*
MiniLini Zone 4*
MiniLini Zone 1*
MiniLini Zone 3*
0-10V Control
120V Input
0-10V to EP
 Converter
*Connect up to 18ft of 16W linear product on one run or connect up to 75ft of 4W linear product on one run.
Note: Install according to local and NEC building codes.
Converter 
(REQUIRED for 0-10V Control)
Type
Output 
Wattage
# Output 
Channels
Input 
Voltage
Rating
Dimensions
DEL10EP4C300
0-10V to Electronic Reverse 
Phase Dimmer Module
4 x 250W
4
120V
Indoor 
IP20
4.6” X 4.75” x 3.75”
Converter Wiring Diagram
Flood Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
186Lm
371Lm
743Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
106cd/klm
212cd/klm
423cd/klm
Efficacy
47 Lm/W
46 Lm/W
46 Lm/W
PHOTOMETRY
Flood Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
193Lm
387Lm
774Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
110cd/klm
220cd/klm
441cd/klm
Efficacy
48 Lm/W
48 Lm/W
48 Lm/W
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 5 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
Flood Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
207Lm
414Lm
728Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
118cd/klm
236cd/klm
472cd/klm
Efficacy
52 Lm/W
52 Lm/W
46 Lm/W
Flood Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
382Lm
763Lm
1527Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
103cd/klm
207cd/klm
413cd/klm
Efficacy
48 Lm/W
48 Lm/W
48 Lm/W
Flood Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
398Lm
795Lm
1590Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
108cd/klm
215cd/klm
431cd/klm
Efficacy
50 Lm/W
50 Lm/W
50 Lm/W
Flood Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
425Lm
851Lm
1702Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
115cd/klm
230cd/klm
461cd/klm
Efficacy
53 Lm/W
53 Lm/W
53 Lm/W
PHOTOMETRY (CONT.)
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 6 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
Flood Clear Lens
Polar Graph
*Graph represents 64W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
763Lm
1527Lm
3053Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
207cd/klm
413cd/klm
827cd/klm
Efficacy
48 Lm/W
48 Lm/W
48 Lm/W
Flood Clear Lens
Polar Graph
*Graph represents 64W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
795Lm
1590Lm
3180Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
215cd/klm
431cd/klm
861cd/klm
Efficacy
50 Lm/W
50 Lm/W
50 Lm/W
Flood Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
843Lm
1702Lm
3371Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
112° x 110°
112° x 110°
112° x 110°
IMax
228cd/klm
461cd/klm
913cd/klm
Efficacy
53 Lm/W
53 Lm/W
53 Lm/W
PHOTOMETRY (CONT.)
Wall Graze Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
181Lm
362Lm
724Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
190cd/klm
380cd/klm
760cd/klm
Efficacy
45 Lm/W
45 Lm/W
45 Lm/W
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 7 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
Wall Graze Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
189Lm
377Lm
754Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
198cd/klm
396cd/klm
791cd/klm
Efficacy
47 Lm/W
47 Lm/W
47 Lm/W
Wall Graze Clear Lens
Polar Graph
*Graph represents 16W version
Fixture Power
4W (12”)
8W (12”)
16W (12”)
Fixture Output
200Lm
400Lm
807Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
210cd/klm
419cd/klm
847cd/klm
Efficacy
50 Lm/W
50 Lm/W
50 Lm/W
Wall Graze Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
373Lm
745Lm
1490Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
186cd/klm
371cd/klm
743cd/klm
Efficacy
47 Lm/W
47 Lm/W
47 Lm/W
PHOTOMETRY (CONT.)
Wall Graze Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
388Lm
776Lm
1552Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
193cd/klm
387cd/klm
773cd/klm
Efficacy
49 Lm/W
49 Lm/W
49 Lm/W
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
01.20.23
-
Page 8 of 8
MINILINI
TM  
 
LINE VOLTAGE LINEAR PROJECTOR
a brand of
Wall Graze Clear Lens
Polar Graph
*Graph represents 32W version
Fixture Power
8W (24”)
16W (24”)
32W (24”)
Fixture Output
414Lm
830Lm
1661Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
207cd/klm
414cd/klm
828cd/klm
Efficacy
52 Lm/W
52 Lm/W
52 Lm/W
Wall Graze Clear Lens
Polar Graph
*Graph represents 64W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
745Lm
1490Lm
2980Lm
Kelvin Temp
2700K
2700K
2700K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
371cd/klm
743cd/klm
1485cd/klm
Efficacy
47 Lm/W
47 Lm/W
47 Lm/W
Wall Graze Clear Lens
Polar Graph
*Graph represents 64W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
776Lm
1552Lm
3104Lm
Kelvin Temp
3000K
3000K
3000K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
387cd/klm
773cd/klm
1547cd/klm
Efficacy
49 Lm/W
49 Lm/W
49 Lm/W
PHOTOMETRY (CONT.)
Wall Graze Clear Lens
Polar Graph
*Graph represents 64W version
Fixture Power
16W (48”)
32W (48”)
64W (48”)
Fixture Output
830Lm
1661Lm
3322Lm
Kelvin Temp
3500K
3500K
3500K
Beam Spread
38° x 78°
38° x 78°
38° x 78°
IMax
414cd/klm
828cd/klm
1655cd/klm
Efficacy
52 Lm/W
52 Lm/W
52 Lm/W
"
P-461,https://targettiusa.com/wp-content/uploads/2021/01/Duralamp_DuraFlex-ARCH-RGB-Side-Flex_Spec.pdf,Yes,"DURAFLEX ARCH RGB
TM  
  
  
SIDE Flex IP65 OUTDOOR
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
08.21.23
-
Page 1 of 5
a brand of
Spacing
0.33” OC LED Spacing 
LEDs
36 LEDs per foot 
Wattage
4.0W/ft
Color Temp
Red 630nm, Green 530nm, Blue 470nm
End Preps
Factory attached end preps available (See Page 2).
Field Cuts
See page 2 for manufacturer cut zones.
Mounting
Mounting clip or aluminum mounting channel options.
Lens Options
Extruded Silicone with Milky White diffusion lens with 113º 
visibility.
Installation
Factory manufactured lengths with 12” IP65 connection lead with 
12” power feed. T
o be completed with clip or channel mountings. 
Ordering lengths increments by 1.97”. Minimum bend diameter 
2in.
Power Supply
Listed Class 2 output, 24V DC power supply required
Certifications
cULus Class 2 Listed
T
ested in accordance with LM-79-08
Energy efficient for California installations.
Compliance
ROHS compliant
MRI Safe, driver to be mounted outside of MRI room. To be 
use with plastic or aluminum profiles only. To be installed 
with adhesive or MRI safe hardware only, no factory 
provided mounting hardware to be used.
Warranty
5 year warranty
KEY FEATURES
DETAILS 
DIMENSIONAL DRAWINGS
•
Energy efficient LED flexible light strip for continuous consistant color 
changing in linear applications
•
Extremely flexible and adjustable lengths for varied architectural 
applications.
•
Available as side-bend quadrate profile for curved applications.
•
Manufactured to specified lengths with factory attached end preps 
and various connector options  for project requirements and efficient 
power configurations.
•
Max continuous length:
up to 20’ per run (4.0W/ft)
•
Multiple dimming options available.
Class 2
PRODUCT CODE
PROFILE
WATTAGE
IP RATING
COLOR TEMP
VOLTAGE
+
END PREP
+
MOUNTING
+
POWER SUPPLY
DFA — DuraFlex Arch™
SB — SIDE Flex
04 — 4.0 W/ft
O— Outdoor IP65 RGB — Red
Green
Blue
24 — 24 VDC
MRI
8,8
17
FIXTURE DATA
Model
Efficacy* 
Lm/Wt
Lm/Ft
Wt/Ft
SIDE Flex RGB
6.53
26.1
4.0
* Meets Title 24 High efficacy rating. 
LED DATA
Model
Wt/LED
Viewing 
Angle
Lifespan at 
90% drive
RGB 4.0W/ft
0.11W
114°
50,000hrs
* LEDs operating at 90% of LED 
manufacturers maximum current rating.
IP65
2” Min.
2” Min.
Minimum Bend Radius
0.69”
0.37”
Ordering length increments by 1.97""
Translucent Silicone Leads and End Caps
DURAFLEX ARCH RGB
TM  
  
  
SIDE Flex IP65 OUTDOOR
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
08.21.23
-
Page 2 of 5
a brand of
KT10UVRGBL1
SIDE Flex straight end feed. Factory 
attached translucent silicone lead 
with two piece 12” wire, with IP65 
quick disconnect at one end of 
product and dead end cap at other 
end. Lead wire/dead end allows for 
connection to power at lead end 
and field trim of DuraFlex product 
at the other end. Completed with 
translucent silicone factory attached 
end cap.
KT10UVRGBL2L (Left) 
KT10UVRGBL2R (Right)
SIDE Flex side feed. Factory 
attached translucent silicone lead 
with two piece 12” wire, with IP65 
quick disconnect at one end of 
product and dead end cap at other 
end. Lead wire/dead end allows for 
connection to power at lead end 
and field trim of DuraFlex product 
at the other end. Completed with 
translucent silicone factory attached 
end cap.
KT10UVRGBL3
SIDE Flex bottom feed. Factory 
attached translucent silicone lead 
with two piece 12” wire, with IP65 
quick disconnect at one end of 
product and dead end cap at other 
end. Lead wire/dead end allows for 
connection to power at lead end 
and field trim of DuraFlex product 
at the other end. Completed with 
translucent silicone factory attached 
end cap.
REQUIRED END PREPS
A
B
C
0.56”
0.56”
0.56”
0.56”
0.56”
0.56”
0.8”
0.8”
0.8”
12”
12”
0.47”
1”
1.3”
1.3”
0.6”
0.56”
0.56”
0.8”
12”
0.6”
KT10UVRGBL2L
KT10UVRGBL2R
DURAFLEX ARCH RGB
TM  
  
  
SIDE Flex IP65 OUTDOOR
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
08.21.23
-
Page 3 of 5
a brand of
KT10UVC1
SIDE Flex Bottom fixing clips. 
Includes 5 clips and 5 screws.
KT10UVS1
SIDE Flex Transparent clips kit. Includes 5 
clips and 10 screws.
Mounting Accessories
KT10UVC1
KT10UVS1
KT10UVP1
SIDE Flex 1 pcs of aluminum channel length 38in and 2 
screws (termination end prep rest outside of the channel).
KT10UVP1
0.47”
0.47”
0.47”
0.47”
0.61”
0.61”
0.14” Dia.
0.14” Dia.
0.79”
KTUVFP2
SIDE Flexible stamped stainless steel profile secured with 
screws, 1ea provided per foot. Available in 1ft lengths.
KTUVFP2
0.59”
0.39”
0.15”
0.7”
0.40”
0.38”
10,23
30
15
18,5
Ø3,5
1,8
13,61
0.54”
0.73”
10,23
30
15
18,5
Ø3,5
1,8
13,61
0.59”
0.14” Dia.
1.18”
DURAFLEX ARCH RGB
TM  
  
  
SIDE Flex IP65 OUTDOOR
Targetti USA - A Targetti Group Company
-
750-A W. 17th St. Costa Mesa, CA 92627
-
Phone (714) 513-1991
-
Email: targettiusa@targetti.com
-
targettiusa.com
-
08.21.23
-
Page 4 of 5
a brand of
DEDDX1001244CDMX
ELECTRONIC ADDRESSABLE DMX DRIVER
100W
120-277V / 
24V
DMX CONTROL
4 CHANNEL
NEMA3R 
ENCLOSURE
UL CLASS 2
12” x 12” x 4”1
DEDDX2002244CDMX
ELECTRONIC ADDRESSABLE DMX DRIVER
2X100W
120-277V / 
24V
DMX CONTROL
4 CHANNEL
NEMA3R 
ENCLOSURE
UL CLASS 2
12” x 12” x 4”1
Power Supply
(REQUIRED)
Type
Wattage
Input/Output 
Voltage
Dimmable
IP Rating
Output
Dimensions
DEDD100DMX
ELECTRONIC ADDRESSABLE DMX DRIVER 
STANDALONE, UL LISTED ENCLOSURE 
PROVIDED BY OTHERS
100W
120-277V / 
24V
